04CG,04,CG,APPLICANT/CANDIDATE RENTAL CARS,SC00241,SC00241 In-State and Out-of-State Other Travel Expenses
04CH,04,CH,APPLICANT/CANDIDATE AIR TRANSPORTATION,SC00245,SC00245 Out-of-State Air Transportation
04CJ,04,CJ,APPLICANT/CANDIDATE RAIL TRANSPORTATION,SC00241,SC00241 In-State and Out-of-State Other Travel Expenses
04CK,04,CK,APPLICANT/CANDIDATE BUS TRANSPORTATION,SC00241,SC00241 In-State and Out-of-State Other Travel Expenses
04CW,04,CW,APPLICANT/CANDIDATE OTHER,SC00241,SC00241 In-State and Out-of-State Other Travel Expenses
04EA,04,EA,CURRENT EMPLOYEE RELOCATION,SC00241,SC00241 In-State and Out-of-State Other Travel Expenses
04EB,04,EB,NEW EMPLOYEE RELOCATION,SC00241,SC00241 In-State and Out-of-State Other Travel Expenses
04EC,04,EC,EMPLOYEE RELOCATION - THIRD PARTY,SC00241,SC00241 In-State and Out-of-State Other Travel Expenses
04FA,04,FA,FOREIGN--SUBSISTENCE & LODGING,SC00244,SC00244 Foreign Subsistence and Lodging
04FF,04,FF,FOREIGN--PRIVATE AUTO MILEAGE,SC00240,SC00240 Foreign Private Automobile Mileage
04FH,04,FH,FOREIGN--AIR TRANSPORTATION,SC00246,SC00246 Foreign Air Transportation
04FK,04,FK,FOREIGN--OTHER TRANSPORTATION,SC00242,SC00242 Foreign Other Travel Expenses
04FL,04,FL,FOREIGN ATHLETICS LODGING,SC00244,SC00244 Foreign Subsistence and Lodging
04FS,04,FS,FOREIGN ATHLETICS MEALS/FOOD,SC00244,SC00244 Foreign Subsistence and Lodging
04FT,04,FT,FOREIGN AIRFARE TRANSACTION FEE,SC00246,SC00246 Foreign Air Transportation
04FW,04,FW,FOREIGN--ALL OTHER,SC00242,SC00242 Foreign Other Travel Expenses
04HA,04,HA,FOREIGN-IN COUNTRY-SUBSIST & LODGING,SC00243,SC00243 Out-of-State Subsistence and Lodging
04HF,04,HF,FOREIGN-IN COUNTRY-PRIV AUTO MILEAGE,SC00239,SC00239 In-State and Out-of-State Private Automobile Mileage
04HH,04,HH,FOREIGN-IN COUNTRY-AIR TRANSPORT,SC00245,SC00245 Out-of-State Air Transportation
04HK,04,HK,FOREIGN-IN COUNTRY-OTHER TRANSPORT,SC00241,SC00241 In-State and Out-of-State Other Travel Expenses
04HW,04,HW,FOREIGN - IN COUNTRY - ALL OTHER,SC00241,SC00241 In-State and Out-of-State Other Travel Expenses
04WN,04,WN,Travel Advance,SC00340,SC00340 Travel Advances
04ZA,04,ZA,TAXABLE MEALS,SC00047,SC00047 Meals and Banquets
04ZW,04,ZW,THIRD PARTY TRAVEL REIMBURSEMENT - OTHER,SC00241,SC00241 In-State and Out-of-State Other Travel Expenses
06AA,06,AA,PASSENGER MOTOR VEHICLES,SC00257,SC00257 Capitalized Passenger Motor Vehicles
06AC,06,AC,AGRICULTURAL EQUIPMENT,SC00258,SC00258 Capitalized Agricultural Equipment
06AD,06,AD,CUSTODIAL EQUIPMENT,SC00259,SC00259 Capitalized Custodial Equipment
06AE,06,AE,BOATS,SC00260,SC00260 Capitalized Boats
06AG,06,AG,GROUNDS MACHINERY AND EQUIPMENT,SC00261,SC00261 Capitalized Grounds Machinery and Equipment
06AH,06,AH,BUILDING MAINTENANCE EQUIP & MACH,SC00262,SC00262 Capitalized Building Maintenance Equip and Mach
06AK,06,AK,OTHER MOTOR VEHICLES,SC00263,SC00263 Capitalized Other Motor Vehicles
06AV,06,AV,AUDIO/VISUAL EQUIPMENT,SC00264,SC00264 Capitalized Audio/Visual Equipment
06BA,06,BA,OFFICE FURNITURE,SC00265,SC00265 Capitalized Office Furniture
06BE,06,BE,RECORDING EQUIPMENT,SC00266,SC00266 Capitalized Recording Equipment
06BF,06,BF,BOOKS AND FILMS,SC00285,SC00285 Capitalized Books and Films
06BG,06,BG,CLASSROOM FURNITURE,SC00267,SC00267 Capitalized Classroom Furniture
06CA,06,CA,HOUSEHOLD FURNITURE AND APPLIANCES,SC00268,SC00268 Capitalized Household Furniture and Appliances
06CC,06,CC,ATHLETIC AND RECREATION EQUIPMENT,SC00269,SC00269 Capitalized Athletic and Recreation Equipment
06CE,06,CE,VENDING MACHINES,SC00270,SC00270 Capitalized Vending Machines
06CF,06,CF,KITCHEN EQUIPMENT,SC00271,SC00271 Capitalized Kitchen Equipment
06EA,06,EA,CALCULATING EQUIPMENT,SC00272,SC00272 Capitalized Calculating Equipment
06EB,06,EB,COMPUTING EQUIPMENT,SC00273,SC00273 Capitalized Computing Equipment
06EC,06,EC,RADIO EQUIPMENT,SC00274,SC00274 Capitalized Radio Equipment
06ED,06,ED,COMPUTER SOFTWARE,SC00293,SC00293 Capitalized Computer Software - Acquisition
06EE,06,EE,COMMUNICATIONS EQUIPMENT,SC00275,SC00275 Capitalized Communications Equipment
06EF,06,EF,TELEVISION EQUIPMENT,SC00276,SC00276 Capitalized Television Equipment
06EH,06,EH,MUSIC INSTRUMENTS & EQUIPMENT,SC00277,SC00277 Capitalized Music Instruments and Equipment
06FA,06,FA,PHOTOGRAPHIC/REPRODUCTION EQUIPMENT,SC00278,SC00278 Capitalized Photographic/Reproduction Equipment
06FB,06,FB,PRINTING EQUIPMENT,SC00279,SC00279 Capitalized Printing Equipment
06FC,06,FC,TESTING AND MEASURING EQUIPMENT,SC00280,SC00280 Capitalized Testing and Measuring Equipment
06FD,06,FD,EQUIPMENT RELATED TO COVID-19,SC00352,SC00352 Capitalized Equipment Related to COVID-19
06FE,06,FE,LAB SUPPORT EQUIPMENT,SC00281,SC00281 Capitalized Lab Support Equipment
06FF,06,FF,VIEWING EQUIPMENT,SC00282,SC00282 Capitalized Viewing Equipment
06FG,06,FG,TOOLS,SC00283,SC00283 Capitalized Tools
06FJ,06,FJ,Firearms,SC00284,SC00284 Capitalized Firearms
06GA,06,GA,LIVESTOCK-PriorTo1990.Do Not Use,SC00134,SC00134 Livestock and Laboratory Animals
08AA,08,AA,SCHOLARSHIPS AND FELLOWSHIPS,SC00296,SC00296 Scholarships and Fellowships
08AB,08,AB,AWARDS,SC00297,SC00297 Awards
08AC,08,AC,ROOM AND BOARD,SC00298,SC00298 Room and Board
08AE,08,AE,LOANS,SC00299,SC00299 Loans
08BA,08,BA,STIPENDS,SC00300,SC00300 Stipends
08BC,08,BC,TRAVEL ALLOWANCES,SC00301,SC00301 Travel Allowances
08BE,08,BE,ATHLETIC BOOK STIPENDS,SC00302,SC00302 Athletic Book Stipends
08CA,08,CA,CONTRIBUTIONS,SC00303,SC00303 Contributions
08CB,08,CB,COMPLIMENTARY TICKETS,SC00304,SC00304 Complimentary Tickets
08DB,08,DB,STUDENT LOAN MATCHING COSTS,SC00305,SC00305 Student Loan Matching Costs
08EF,08,EF,EMERGENCY FUNDS RELATED TO COVID-19,SC00350,SC00350 Emergency Funds Related to COVID-19
08TP,08,TP,SCHOLARSHIP/TUITION REMISSION,SC00306,SC00306 Scholarship/Tuition Remission
08VF,08,VF,FOUNDATION GIFT FEE,SC00307,SC00307 Foundation Gift Fee
08VS,08,VS,Administrative Fee,SC00308,SC00308 Administrative Fee
16AA,16,AA,Passenger Motor Vehicles,SC00249,SC00249 Trackable Passenger Motor Vehicles
16AB,16,AB,COMPUTER EQUIPMENT NONINVENTORIABLE,SC00039,SC00039 Computer Equipment Non-Inventoriable
16AC,16,AC,Agricultural Equipment,SC00041,SC00041 Supplies and Materials
16AE,16,AE,Boats,SC00251,SC00251 Trackable Boats
16AG,16,AG,Grounds Machinery and Equipment,SC00041,SC00041 Supplies and Materials
16AH,16,AH,Building Maintenance Equip & Mach,SC00041,SC00041 Supplies and Materials
16AK,16,AK,Other Motor Vehicles,SC00253,SC00253 Trackable Other Motor Vehicles
16BA,16,BA,Office Furniture,SC00041,SC00041 Supplies and Materials
16CC,16,CC,Athletic and Recreation Equipment,SC00041,SC00041 Supplies and Materials
16CF,16,CF,Kitchen Equipment,SC00041,SC00041 Supplies and Materials
16EA,16,EA,Laptops Related to COVID-19,SC00351,SC00351 Laptops Related to COVID-19
16EB,16,EB,"LAPTOPS, TABLETS, NOTEBOOKS",SC00254,"SC00254 Trackable Laptops, Tablets, Notebooks"
16EE,16,EE,COMMUNICATIONS EQUIPMENT,SC00041,SC00041 Supplies and Materials
16EH,16,EH,Music Instruments & Equipment,SC00041,SC00041 Supplies and Materials
16FJ,16,FJ,Firearms,SC00255,SC00255 Trackable Firearms
